subj	mode	order	scenario	concept	first	Yp	Yn	age	gender	race
  97	se	3	fire		ml	pos	 3	3	54	Female	white
  97	se	5	linebacker	ident	pos	 6	5	54	Female	white
  98	se	5	fire		ivd	neg	 7	2	32	Male	white
  98	se	1	train		hs	pos	 7	7	32	Male	white
  98	se	2	construct	cc	pos	 1	1	32	Male	white
  98	se	3	linebacker	ident	pos	 7	2	32	Male	white
  98	se	4	driver		ml	pos	 2	7	32	Male	white
  99	se	3	construct	cc	neg	 3	3	27	Female	white
  99	se	4	driver		hs	neg	 7	7	27	Female	white
  99	se	1	linebacker	ident	pos	 7	6	27	Female	white
  99	se	2	fire		ml	pos	 6	7	27	Female	white
  99	se	5	train		ivd	pos	 7	7	27	Female	white
 100	je	4	fire		ivd	neg	 7	7	51	Male	white
 100	je	5	construct	hs	neg	 7	7	51	Male	white
 100	je	1	driver		ml	pos	 1	7	51	Male	white
 100	je	2	linebacker	cc	pos	 1	1	51	Male	white
 100	je	3	train		ident	pos	 7	7	51	Male	white
 101	je	3	construct	ident	neg	 7	5	41	Female	black
 101	je	1	fire		ml	pos	 5	7	41	Female	black
 101	je	2	train		hs	pos	 6	7	41	Female	black
 101	je	4	linebacker	cc	pos	 1	6	41	Female	black
 101	je	5	driver		ivd	pos	 7	7	41	Female	black
 102	je	3	linebacker	hs	neg	 3	5	33	Male	white
 102	je	1	train		ident	pos	 2	1	33	Male	white
 102	je	2	fire		cc	pos	 1	2	33	Male	white
 102	je	4	driver		ml	pos	 1	5	33	Male	white
 102	je	5	construct	ivd	pos	 5	5	33	Male	white
 103	je	3	linebacker	cc	neg	 1	3	32	Female	white
 103	je	4	construct	ident	neg	 7	2	32	Female	white
 103	je	1	driver		ivd	pos	 6	6	32	Female	white
 103	je	2	train		ml	pos	 1	1	32	Female	white
 103	je	5	fire		hs	pos	 5	7	32	Female	white
 104	se	1	construct	ivd	neg	 7	7	31	Female	white
 104	se	3	train		ident	neg	 7	6	31	Female	white
 104	se	4	driver		ml	neg	 5	5	31	Female	white
 104	se	2	linebacker	hs	pos	 6	7	31	Female	white
 104	se	5	fire		cc	pos	 3	6	31	Female	white
 105	je	2	linebacker	cc	neg	 1	4	25	Male	black
 105	je	3	construct	ivd	neg	 6	5	25	Male	black
 105	je	1	driver		ident	pos	 7	2	25	Male	black
 105	je	4	train		ml	pos	 3	3	25	Male	black
 105	je	5	fire		hs	pos	 4	7	25	Male	black
 106	se	1	fire		hs	neg	 2	7	40	Female	white
 106	se	2	train		cc	neg	 5	5	40	Female	white
 106	se	3	linebacker	ivd	neg	 6	6	40	Female	white
 106	se	4	driver		ident	neg	 6	3	40	Female	white
 106	se	5	construct	ml	neg	 4	5	40	Female	white
 107	je	1	fire		ml	neg	 3	3	38	Female	white
 107	je	2	linebacker	ident	neg	 6	1	38	Female	white
 107	je	4	train		ivd	neg	 7	7	38	Female	white
 107	je	5	driver		hs	neg	 6	7	38	Female	white
 107	je	3	construct	cc	pos	 2	2	38	Female	white
 108	se	2	driver		ml	neg	 2	5	23	Male	white
 108	se	3	linebacker	hs	neg	 2	7	23	Male	white
 108	se	4	construct	cc	neg	 5	7	23	Male	white
 108	se	1	fire		ivd	pos	 7	6	23	Male	white
 108	se	5	train		ident	pos	 7	6	23	Male	white
 109	se	1	construct	cc	neg	 4	4	27	Female	asian
 109	se	4	linebacker	hs	neg	 6	7	27	Female	asian
 109	se	2	fire		ivd	pos	 7	4	27	Female	asian
 109	se	3	train		ident	pos	 7	7	27	Female	asian
 109	se	5	driver		ml	pos	 5	7	27	Female	asian
 110	se	1	fire		cc	neg	 1	7	45	Male	white
 110	se	4	linebacker	ml	neg	 1	5	45	Male	white
 110	se	2	driver		ident	pos	 7	4	45	Male	white
 110	se	3	construct	hs	pos	 7	7	45	Male	white
 110	se	5	train		ivd	pos	 7	7	45	Male	white
 111	se	1	driver		ivd	neg	 7	7	33	Female	white
 111	se	3	construct	ml	neg	 7	7	33	Female	white
 111	se	4	fire		cc	neg	 7	7	33	Female	white
 111	se	2	linebacker	hs	pos	 7	7	33	Female	white
 111	se	5	train		ident	pos	 7	7	33	Female	white
 112	je	2	train		hs	neg	 5	6	54	Male	white
 112	je	4	construct	ident	neg	 7	4	54	Male	white
 112	je	1	fire		ml	pos	 3	3	54	Male	white
 112	je	3	linebacker	cc	pos	 4	5	54	Male	white
 112	je	5	driver		ivd	pos	 5	5	54	Male	white
 113	je	1	construct	ivd	neg	 7	7	52	Female	white
 113	je	2	fire		hs	neg	 3	7	52	Female	white
 113	je	5	train		ident	neg	 7	2	52	Female	white
 113	je	3	driver		ml	pos	 1	1	52	Female	white
 113	je	4	linebacker	cc	pos	 1	6	52	Female	white
 114	je	2	construct	ml	neg	 2	2	33	Male	white
 114	je	1	driver		ivd	pos	 7	7	33	Male	white
 114	je	3	fire		ident	pos	 7	4	33	Male	white
 114	je	4	train		hs	pos	 3	7	33	Male	white
 114	je	5	linebacker	cc	pos	 3	6	33	Male	white
 115	se	3	driver		ident	neg	 6	4	49	Male	white
 115	se	4	fire		ml	neg	 2	3	49	Male	white
 115	se	1	construct	ivd	pos	 7	6	49	Male	white
 115	se	2	linebacker	hs	pos	 5	7	49	Male	white
 115	se	5	train		cc	pos	 4	4	49	Male	white
 116	se	4	train		hs	neg	 7	7	32	Female	white
 116	se	5	construct	ml	neg	 5	5	32	Female	white
 116	se	1	driver		ident	pos	 7	5	32	Female	white
 116	se	2	fire		cc	pos	 2	3	32	Female	white
 116	se	3	linebacker	ivd	pos	 6	7	32	Female	white
 117	se	1	linebacker	ml	pos	 2	6	33	Male	white
 117	se	2	train		cc	pos	 6	7	33	Male	white
 117	se	3	construct	hs	pos	 6	6	33	Male	white
 117	se	4	driver		ivd	pos	 7	6	33	Male	white
 117	se	5	fire		ident	pos	 6	6	33	Male	white
 118	je	1	linebacker	cc	neg	 2	7	32	Female	white
 118	je	2	train		ml	neg	 7	7	32	Female	white
 118	je	3	construct	ivd	neg	 7	6	32	Female	white
 118	je	4	driver		hs	neg	 7	7	32	Female	white
 118	je	5	fire		ident	pos	 7	1	32	Female	white
 119	je	1	driver		ml	neg	 1	1	46	Female	white
 119	je	2	linebacker	ivd	neg	 7	7	46	Female	white
 119	je	3	fire		ident	neg	 7	2	46	Female	white
 119	je	4	train		cc	neg	 1	1	46	Female	white
 119	je	5	construct	hs	neg	 7	7	46	Female	white
 120	je	2	construct	ident	neg	 7	5	21	Male	white
 120	je	3	train		hs	neg	 7	7	21	Male	white
 120	je	1	fire		cc	pos	 5	6	21	Male	white
 120	je	4	driver		ivd	pos	 7	7	21	Male	white
 120	je	5	linebacker	ml	pos	 2	4	21	Male	white
 121	se	2	linebacker	cc	neg	 1	1	68	Male	white
 121	se	3	train		ml	neg	 1	1	68	Male	white
 121	se	5	construct	hs	neg	 7	7	68	Male	white
 121	se	1	driver		ident	pos	 5	1	68	Male	white
 121	se	4	fire		ivd	pos	 6	5	68	Male	white
 122	je	2	train		hs	neg	 6	7	18	Male	white
 122	je	4	driver		cc	neg	 5	7	18	Male	white
 122	je	1	fire		ident	pos	 7	5	18	Male	white
 122	je	3	linebacker	ivd	pos	 7	7	18	Male	white
 122	je	5	construct	ml	pos	 4	5	18	Male	white
 123	je	5	linebacker	ml	neg	 1	1	46	Male	white
 123	je	1	driver		ivd	pos	 4	1	46	Male	white
 123	je	2	train		ident	pos	 4	4	46	Male	white
 123	je	3	fire		cc	pos	 1	1	46	Male	white
 123	je	4	construct	hs	pos	 6	6	46	Male	white
 124	se	1	fire		cc	neg	 1	5	36	Male	white
 124	se	3	linebacker	hs	neg	 7	7	36	Male	white
 124	se	4	train		ident	neg	 7	7	36	Male	white
 124	se	2	driver		ml	pos	 4	7	36	Male	white
 124	se	5	construct	ivd	pos	 7	7	36	Male	white
 125	je	1	construct	hs	neg	 3	7	22	Male	white
 125	je	2	train		cc	neg	 1	4	22	Male	white
 125	je	4	driver		ivd	neg	 7	7	22	Male	white
 125	je	5	linebacker	ident	neg	 6	3	22	Male	white
 125	je	3	fire		ml	pos	 3	3	22	Male	white
 126	je	1	linebacker	ivd	neg	 7	7	37	Female	latino
 126	je	2	fire		ml	pos	 5	5	37	Female	latino
 126	je	3	construct	ident	pos	 7	1	37	Female	latino
 126	je	4	train		hs	pos	 4	7	37	Female	latino
 126	je	5	driver		cc	pos	 1	5	37	Female	latino
 127	je	1	train		hs	neg	 7	7	53	Female	white
 127	je	2	construct	ivd	neg	 7	7	53	Female	white
 127	je	3	driver		ident	neg	 7	4	53	Female	white
 127	je	4	linebacker	cc	pos	 2	4	53	Female	white
 127	je	5	fire		ml	pos	 2	2	53	Female	white
 128	se	3	construct	ident	neg	 7	3	20	Male	white
 128	se	4	train		cc	neg	 4	5	20	Male	white
 128	se	5	driver		ivd	neg	 6	5	20	Male	white
 128	se	1	fire		hs	pos	 6	7	20	Male	white
 128	se	2	linebacker	ml	pos	 1	1	20	Male	white
 129	je	2	train		ml	neg	 1	1	61	Male	white
 129	je	4	fire		ident	neg	 7	1	61	Male	white
 129	je	5	construct	hs	neg	 7	7	61	Male	white
 129	je	1	linebacker	cc	pos	 1	7	61	Male	white
 129	je	3	driver		ivd	pos	 7	7	61	Male	white
 130	je	1	linebacker	ml	neg	 1	2	43	Female	white
 130	je	2	construct	ivd	neg	 7	6	43	Female	white
 130	je	4	fire		hs	neg	 6	7	43	Female	white
 130	je	5	driver		cc	neg	 2	4	43	Female	white
 130	je	3	train		ident	pos	 7	6	43	Female	white
 131	se	1	linebacker	ident	neg	 5	4	25	Male	white
 131	se	5	train		cc	neg	 7	7	25	Male	white
 131	se	2	fire		ivd	pos	 5	4	25	Male	white
 131	se	3	driver		hs	pos	 6	7	25	Male	white
 131	se	4	construct	ml	pos	 4	7	25	Male	white
 132	se	2	fire		ident	neg	 7	5	26	Male	white
 132	se	3	construct	hs	neg	 6	7	26	Male	white
 132	se	4	linebacker	ivd	neg	 3	3	26	Male	white
 132	se	5	train		cc	neg	 4	4	26	Male	white
 132	se	1	driver		ml	pos	 6	7	26	Male	white
 133	se	3	construct	cc	neg	 1	1	24	Female	white
 133	se	1	train		ivd	pos	 7	6	24	Female	white
 133	se	2	linebacker	hs	pos	 5	7	24	Female	white
 133	se	4	fire		ml	pos	 5	5	24	Female	white
 133	se	5	driver		ident	pos	 7	3	24	Female	white
 134	je	1	linebacker	hs	neg	 5	7	32	Male	white
 134	je	4	driver		ident	neg	 7	4	32	Male	white
 134	je	5	train		ivd	neg	 7	7	32	Male	white
 134	je	2	construct	cc	pos	 2	2	32	Male	white
 134	je	3	fire		ml	pos	 3	3	32	Male	white
 135	je	2	fire		cc	neg	 2	6	64	Female	white
 135	je	3	train		ivd	neg	 7	7	64	Female	white
 135	je	4	driver		hs	neg	 7	7	64	Female	white
 135	je	5	construct	ml	neg	 5	6	64	Female	white
 135	je	1	linebacker	ident	pos	 7	6	64	Female	white
 136	se	2	linebacker	ivd	neg	 6	5	40	Male	white
 136	se	1	train		hs	pos	 6	7	40	Male	white
 136	se	3	driver		cc	pos	 3	3	40	Male	white
 136	se	4	fire		ident	pos	 2	6	40	Male	white
 136	se	5	construct	ml	pos	 3	6	40	Male	white
 137	je	1	linebacker	ivd	neg	 7	7	59	Female	white
 137	je	2	fire		cc	neg	 1	1	59	Female	white
 137	je	3	train		ml	neg	 1	1	59	Female	white
 137	je	4	construct	ident	pos	 2	1	59	Female	white
 137	je	5	driver		hs	pos	 3	4	59	Female	white
 138	je	2	construct	ml	neg	 5	5	31	Female	white
 138	je	3	fire		cc	neg	 5	6	31	Female	white
 138	je	4	driver		ivd	neg	 7	6	31	Female	white
 138	je	1	train		hs	pos	 7	7	31	Female	white
 138	je	5	linebacker	ident	pos	 7	6	31	Female	white
 139	je	5	driver		hs	neg	 7	7	28	Female	white
 139	je	1	linebacker	ivd	pos	 7	7	28	Female	white
 139	je	2	train		cc	pos	 1	1	28	Female	white
 139	je	3	fire		ident	pos	 7	4	28	Female	white
 139	je	4	construct	ml	pos	 3	3	28	Female	white
 140	je	1	train		ml	neg	 5	6	29	Female	black.white
 140	je	2	fire		ivd	neg	 5	4	29	Female	black.white
 140	je	3	driver		hs	pos	 5	4	29	Female	black.white
 140	je	4	construct	cc	pos	 6	4	29	Female	black.white
 140	je	5	linebacker	ident	pos	 6	3	29	Female	black.white
 141	se	1	construct	ivd	neg	 6	5	32	Male	white
 141	se	2	driver		cc	neg	 5	6	32	Male	white
 141	se	3	fire		ident	neg	 7	5	32	Male	white
 141	se	4	linebacker	ml	pos	 2	4	32	Male	white
 141	se	5	train		hs	pos	 6	7	32	Male	white
 142	se	2	fire		ml	neg	 5	4	22	Female	white
 142	se	3	driver		hs	neg	 5	4	22	Female	white
 142	se	4	construct	ident	neg	 5	4	22	Female	white
 142	se	1	train		ivd	pos	 4	5	22	Female	white
 142	se	5	linebacker	cc	pos	 5	4	22	Female	white
 143	se	1	train		ivd	neg	 6	5	23	Male	white
 143	se	2	driver		ml	neg	 7	7	23	Male	white
 143	se	5	fire		cc	neg	 1	1	23	Male	white
 143	se	3	linebacker	ident	pos	 6	1	23	Male	white
 143	se	4	construct	hs	pos	 7	7	23	Male	white
 144	je	1	fire		hs	neg	 4	6	31	Male	white
 144	je	2	driver		ident	neg	 7	4	31	Male	white
 144	je	5	train		ml	neg	 5	5	31	Male	white
 144	je	3	linebacker	cc	pos	 4	6	31	Male	white
 144	je	4	construct	ivd	pos	 7	7	31	Male	white
 145	je	1	linebacker	hs	neg	 7	7	19	Female	white
 145	je	4	fire		ident	neg	 7	7	19	Female	white
 145	je	2	construct	cc	pos	 2	2	19	Female	white
 145	je	3	train		ivd	pos	 7	7	19	Female	white
 145	je	5	driver		ml	pos	 6	6	19	Female	white
 146	je	1	construct	cc	neg	 1	1	54	Male	white
 146	je	2	driver		ml	neg	 7	7	54	Male	white
 146	je	4	linebacker	ivd	neg	 7	7	54	Male	white
 146	je	3	fire		ident	pos	 7	7	54	Male	white
 146	je	5	train		hs	pos	 7	7	54	Male	white
 147	se	1	fire		hs	neg	 7	7	28	Female	white
 147	se	2	train		cc	neg	 1	6	28	Female	white
 147	se	3	construct	ident	pos	 7	6	28	Female	white
 147	se	4	linebacker	ml	pos	 1	1	28	Female	white
 147	se	5	driver		ivd	pos	 7	6	28	Female	white
 148	je	1	train		ivd	pos	 3	3	22	Male	white
 148	je	2	driver		hs	pos	 6	6	22	Male	white
 148	je	3	fire		ident	pos	 7	6	22	Male	white
 148	je	4	construct	ml	pos	 1	1	22	Male	white
 148	je	5	linebacker	cc	pos	 1	3	22	Male	white
 149	se	1	driver		ivd	pos	 7	7	38	Female	white
 149	se	2	fire		hs	pos	 1	1	38	Female	white
 149	se	3	construct	cc	pos	 5	5	38	Female	white
 149	se	4	linebacker	ident	pos	 7	1	38	Female	white
 149	se	5	train		ml	pos	 1	1	38	Female	white
 150	je	1	driver		ml	neg	 7	7	22	Male	latino
 150	je	2	linebacker	ivd	neg	 7	7	22	Male	latino
 150	je	4	fire		hs	neg	 6	7	22	Male	latino
 150	je	5	train		ident	neg	 7	6	22	Male	latino
 150	je	3	construct	cc	pos	 6	6	22	Male	latino
 151	se	3	fire		ident	neg	 7	1	27	Female	white
 151	se	5	train		ivd	neg	 6	6	27	Female	white
 151	se	1	driver		ml	pos	 3	5	27	Female	white
 151	se	2	linebacker	cc	pos	 1	4	27	Female	white
 151	se	4	construct	hs	pos	 7	7	27	Female	white
 152	se	1	linebacker	hs	neg	 1	7	62	Female	white
 152	se	2	fire		cc	neg	 7	7	62	Female	white
 152	se	3	driver		ident	pos	 7	7	62	Female	white
 152	se	4	construct	ivd	pos	 7	7	62	Female	white
 152	se	5	train		ml	pos	 7	7	62	Female	white
 153	se	1	driver		cc	neg	 5	6	23	Male	latino
 153	se	2	construct	ident	neg	 6	3	23	Male	latino
 153	se	4	fire		ml	neg	 3	3	23	Male	latino
 153	se	3	linebacker	hs	pos	 5	6	23	Male	latino
 153	se	5	train		ivd	pos	 3	2	23	Male	latino
 154	se	4	driver		cc	neg	 5	5	24	Male	white
 154	se	5	linebacker	ivd	neg	 6	6	24	Male	white
 154	se	1	fire		ident	pos	 7	5	24	Male	white
 154	se	2	train		ml	pos	 2	2	24	Male	white
 154	se	3	construct	hs	pos	 7	7	24	Male	white
 155	je	4	train		ident	neg	 7	5	37	Female	white
 155	je	1	linebacker	ml	pos	 1	1	37	Female	white
 155	je	2	driver		cc	pos	 1	6	37	Female	white
 155	je	3	fire		ivd	pos	 7	5	37	Female	white
 155	je	5	construct	hs	pos	 6	7	37	Female	white
 156	se	1	linebacker	hs	neg	 4	7	18	Female	black
 156	se	5	train		ivd	neg	 7	7	18	Female	black
 156	se	2	fire		ident	pos	 7	5	18	Female	black
 156	se	3	construct	ml	pos	 1	5	18	Female	black
 156	se	4	driver		cc	pos	 4	7	18	Female	black
 157	je	1	linebacker	cc	neg	 3	6	24	Male	asian.white
 157	je	2	driver		ident	neg	 7	4	24	Male	asian.white
 157	je	3	fire		ml	neg	 6	6	24	Male	asian.white
 157	je	4	train		hs	neg	 6	7	24	Male	asian.white
 157	je	5	construct	ivd	pos	 7	7	24	Male	asian.white
 158	se	1	fire		ivd	neg	 7	7	41	Male	white
 158	se	2	train		hs	pos	 7	7	41	Male	white
 158	se	3	driver		ident	pos	 6	4	41	Male	white
 158	se	4	construct	ml	pos	 2	4	41	Male	white
 158	se	5	linebacker	cc	pos	 2	3	41	Male	white
 159	se	1	driver		ml	neg	 5	5	30	Female	white
 159	se	2	fire		ivd	neg	 7	7	30	Female	white
 159	se	3	train		ident	neg	 7	3	30	Female	white
 159	se	4	construct	cc	pos	 1	1	30	Female	white
 159	se	5	linebacker	hs	pos	 5	6	30	Female	white
 160	se	3	fire		ml	neg	 5	5	36	Male	white
 160	se	4	construct	hs	neg	 7	7	36	Male	white
 160	se	1	train		ivd	pos	 7	7	36	Male	white
 160	se	2	linebacker	ident	pos	 6	6	36	Male	white
 160	se	5	driver		cc	pos	 6	6	36	Male	white
 161	se	1	linebacker	cc	pos	 2	7	29	Female	black
 161	se	2	fire		ivd	pos	 7	6	29	Female	black
 161	se	3	driver		hs	pos	 7	7	29	Female	black
 161	se	4	construct	ml	pos	 2	2	29	Female	black
 161	se	5	train		ident	pos	 7	5	29	Female	black
 162	se	1	driver		ivd	neg	 7	7	20	Male	black
 162	se	2	linebacker	hs	neg	 6	6	20	Male	black
 162	se	3	fire		cc	pos	 1	1	20	Male	black
 162	se	4	train		ident	pos	 6	5	20	Male	black
 162	se	5	construct	ml	pos	 2	3	20	Male	black
 163	je	1	train		ivd	neg	 7	7	28	Female	white
 163	je	2	driver		ident	neg	 7	4	28	Female	white
 163	je	3	linebacker	cc	neg	 3	7	28	Female	white
 163	je	4	fire		hs	neg	 6	7	28	Female	white
 163	je	5	construct	ml	pos	 4	4	28	Female	white
 164	je	2	train		ml	neg	 7	7	30	Male	white
 164	je	3	construct	ivd	neg	 7	5	30	Male	white
 164	je	4	fire		cc	neg	 4	4	30	Male	white
 164	je	5	linebacker	hs	neg	 7	7	30	Male	white
 164	je	1	driver		ident	pos	 6	2	30	Male	white
 165	je	3	train		hs	neg	 7	7	39	Female	native.american
 165	je	4	driver		cc	neg	 4	7	39	Female	native.american
 165	je	5	linebacker	ivd	neg	 7	7	39	Female	native.american
 165	je	1	fire		ident	pos	 7	7	39	Female	native.american
 165	je	2	construct	ml	pos	 1	1	39	Female	native.american
 166	je	5	train		ml	neg	 4	4	36	Female	white
 166	je	1	construct	ivd	pos	 7	7	36	Female	white
 166	je	2	fire		hs	pos	 1	6	36	Female	white
 166	je	3	linebacker	ident	pos	 7	5	36	Female	white
 166	je	4	driver		cc	pos	 1	6	36	Female	white
 167	se	2	train		cc	neg	 1	6	40	Male	white
 167	se	3	linebacker	hs	neg	 2	6	40	Male	white
 167	se	1	construct	ml	pos	 3	4	40	Male	white
 167	se	4	driver		ident	pos	 7	2	40	Male	white
 167	se	5	fire		ivd	pos	 7	5	40	Male	white
 168	je	2	driver		ivd	neg	 7	7	28	Female	asian
 168	je	5	linebacker	ident	neg	 7	7	28	Female	asian
 168	je	1	fire		ml	pos	 7	7	28	Female	asian
 168	je	3	construct	hs	pos	 7	7	28	Female	asian
 168	je	4	train		cc	pos	 6	7	28	Female	asian
 169	je	2	fire		cc	neg	 2	2	65	Female	white
 169	je	4	train		ivd	neg	 7	7	65	Female	white
 169	je	5	linebacker	ml	neg	 3	3	65	Female	white
 169	je	1	driver		ident	pos	 4	6	65	Female	white
 169	je	3	construct	hs	pos	 7	7	65	Female	white
 170	se	1	linebacker	ml	neg	 2	2	54	Male	white
 170	se	2	train		hs	neg	 7	7	54	Male	white
 170	se	4	construct	ident	neg	 7	6	54	Male	white
 170	se	5	driver		ivd	neg	 7	7	54	Male	white
 170	se	3	fire		cc	pos	 2	2	54	Male	white
 171	je	3	construct	ident	neg	 6	1	26	Female	white
 171	je	4	linebacker	hs	neg	 4	6	26	Female	white
 171	je	5	train		ml	neg	 4	5	26	Female	white
 171	je	1	driver		ivd	pos	 7	7	26	Female	white
 171	je	2	fire		cc	pos	 1	7	26	Female	white
 172	je	1	linebacker	ivd	neg	 7	7	53	Female	white
 172	je	2	fire		ml	neg	 6	6	53	Female	white
 172	je	3	driver		cc	neg	 6	6	53	Female	white
 172	je	4	train		ident	neg	 6	5	53	Female	white
 172	je	5	construct	hs	pos	 7	7	53	Female	white
 173	se	2	fire		ivd	neg	 6	6	32	Female	white
 173	se	4	linebacker	hs	neg	 5	7	32	Female	white
 173	se	5	construct	ml	neg	 4	5	32	Female	white
 173	se	1	train		ident	pos	 7	5	32	Female	white
 173	se	3	driver		cc	pos	 4	4	32	Female	white
 174	je	1	train		ident	neg	 7	1	54	Female	white
 174	je	2	linebacker	cc	neg	 1	1	54	Female	white
 174	je	4	construct	ml	neg	 1	1	54	Female	white
 174	je	5	driver		hs	neg	 7	7	54	Female	white
 174	je	3	fire		ivd	pos	 7	7	54	Female	white
 175	je	1	driver		hs	neg	 7	7	26	Male	white
 175	je	4	fire		cc	neg	 2	2	26	Male	white
 175	je	5	construct	ident	neg	 7	4	26	Male	white
 175	je	2	linebacker	ml	pos	 3	6	26	Male	white
 175	je	3	train		ivd	pos	 7	7	26	Male	white
 176	je	1	driver		ml	neg	 5	7	28	Female	asian
 176	je	4	train		ivd	neg	 7	7	28	Female	asian
 176	je	5	linebacker	ident	neg	 7	2	28	Female	asian
 176	je	2	construct	hs	pos	 7	7	28	Female	asian
 176	je	3	fire		cc	pos	 2	3	28	Female	asian
 177	je	1	linebacker	hs	neg	 4	6	35	Male	white
 177	je	2	construct	ivd	neg	 7	6	35	Male	white
 177	je	4	fire		ml	neg	 3	2	35	Male	white
 177	je	3	train		ident	pos	 6	6	35	Male	white
 177	je	5	driver		cc	pos	 2	2	35	Male	white
 178	se	4	fire		hs	neg	 3	6	31	Male	white
 178	se	5	driver		ml	neg	 6	6	31	Male	white
 178	se	1	construct	ivd	pos	 6	7	31	Male	white
 178	se	2	linebacker	ident	pos	 7	1	31	Male	white
 178	se	3	train		cc	pos	 4	5	31	Male	white
 179	je	4	train		ml	neg	 3	3	68	Female	white
 179	je	1	fire		ident	pos	 7	4	68	Female	white
 179	je	2	driver		cc	pos	 5	7	68	Female	white
 179	je	3	construct	hs	pos	 7	7	68	Female	white
 179	je	5	linebacker	ivd	pos	 6	6	68	Female	white
 180	se	2	driver		ml	neg	 2	6	28	Female	white
 180	se	3	fire		hs	neg	 1	7	28	Female	white
 180	se	4	construct	cc	neg	 6	6	28	Female	white
 180	se	5	train		ivd	neg	 7	7	28	Female	white
 180	se	1	linebacker	ident	pos	 7	4	28	Female	white
 181	se	1	driver		cc	neg	 2	6	28	Male	black
 181	se	3	construct	ident	neg	 7	5	28	Male	black
 181	se	4	train		ivd	neg	 6	6	28	Male	black
 181	se	5	fire		hs	neg	 6	6	28	Male	black
 181	se	2	linebacker	ml	pos	 3	3	28	Male	black
 182	se	1	train		cc	neg	 1	5	36	Female	black
 182	se	3	linebacker	ivd	neg	 6	6	36	Female	black
 182	se	4	driver		ident	neg	 6	4	36	Female	black
 182	se	5	construct	ml	neg	 2	4	36	Female	black
 182	se	2	fire		hs	pos	 5	7	36	Female	black
 183	je	1	train		cc	neg	 4	4	36	Female	white
 183	je	5	driver		ivd	neg	 7	7	36	Female	white
 183	je	2	linebacker	ident	pos	 6	3	36	Female	white
 183	je	3	construct	hs	pos	 7	7	36	Female	white
 183	je	4	fire		ml	pos	 2	2	36	Female	white
 184	je	1	fire		hs	neg	 6	6	42	Male	white
 184	je	2	train		ivd	neg	 7	7	42	Male	white
 184	je	3	construct	ml	neg	 5	5	42	Male	white
 184	je	4	linebacker	ident	pos	 7	5	42	Male	white
 184	je	5	driver		cc	pos	 4	5	42	Male	white
 185	se	1	linebacker	ivd	pos	 7	6	29	Female	white
 185	se	2	train		cc	pos	 7	7	29	Female	white
 185	se	3	fire		ml	pos	 7	7	29	Female	white
 185	se	4	construct	ident	pos	 7	7	29	Female	white
 185	se	5	driver		hs	pos	 7	7	29	Female	white
 186	se	1	train		ivd	neg	 7	7	69	Female	white
 186	se	2	construct	cc	neg	 1	1	69	Female	white
 186	se	3	driver		ml	neg	 5	5	69	Female	white
 186	se	4	linebacker	hs	neg	 5	7	69	Female	white
 186	se	5	fire		ident	neg	 7	5	69	Female	white
 187	se	1	driver		ml	neg	 7	7	34	Female	white
 187	se	4	construct	cc	neg	 4	3	34	Female	white
 187	se	5	train		ivd	neg	 7	7	34	Female	white
 187	se	2	linebacker	hs	pos	 4	7	34	Female	white
 187	se	3	fire		ident	pos	 7	7	34	Female	white
 188	je	1	train		ident	neg	 7	5	35	Male	white
 188	je	3	linebacker	cc	neg	 2	2	35	Male	white
 188	je	4	driver		hs	neg	 7	7	35	Male	white
 188	je	2	fire		ml	pos	 3	3	35	Male	white
 188	je	5	construct	ivd	pos	 7	7	35	Male	white
 189	je	2	construct	cc	neg	 7	7	49	Female	white
 189	je	1	train		ident	pos	 7	7	49	Female	white
 189	je	3	linebacker	ml	pos	 4	7	49	Female	white
 189	je	4	fire		ivd	pos	 5	6	49	Female	white
 189	je	5	driver		hs	pos	 5	6	49	Female	white
 190	se	1	fire		cc	pos	 1	5	29	Female	white
 190	se	2	construct	ident	pos	 7	4	29	Female	white
 190	se	3	linebacker	ivd	pos	 6	5	29	Female	white
 190	se	4	driver		hs	pos	 7	7	29	Female	white
 190	se	5	train		ml	pos	 4	5	29	Female	white
 191	je	1	linebacker	hs	neg	 4	5	26	Male	latino
 191	je	2	fire		ident	neg	 7	2	26	Male	latino
 191	je	4	construct	ml	neg	 4	6	26	Male	latino
 191	je	3	train		cc	pos	 4	5	26	Male	latino
 191	je	5	driver		ivd	pos	 7	7	26	Male	latino
 192	je	2	construct	ident	neg	 7	4	22	Female	latino
 192	je	3	train		cc	neg	 4	4	22	Female	latino
 192	je	4	fire		hs	neg	 4	7	22	Female	latino
 192	je	1	linebacker	ivd	pos	 6	6	22	Female	latino
 192	je	5	driver		ml	pos	 4	6	22	Female	latino
 193	se	1	train		cc	neg	 1	4	31	Female	white
 193	se	2	linebacker	ivd	neg	 6	6	31	Female	white
 193	se	4	construct	ident	neg	 7	5	31	Female	white
 193	se	5	fire		ml	neg	 2	2	31	Female	white
 193	se	3	driver		hs	pos	 7	7	31	Female	white
 194	se	1	driver		hs	neg	 7	7	60	Female	white
 194	se	2	construct	ml	neg	 5	6	60	Female	white
 194	se	5	linebacker	cc	neg	 1	1	60	Female	white
 194	se	3	train		ivd	pos	 7	7	60	Female	white
 194	se	4	fire		ident	pos	 7	1	60	Female	white
